88.76	88.76	100
88.77	88.77	100
88.78	88.78	100
88.79	88.79	100
88.8	88.8	100
88.81	88.81	100
88.82	88.82	100
88.83	88.83	100
88.84	88.84	100
88.85	88.85	100
88.86	88.86	100
88.87	88.87	100
88.88	88.88	100
88.89	88.89	100
88.9	88.9	100
88.91	88.91	100
88.92	88.92	100
88.93	88.93	100
88.94	88.94	100
88.95	88.95	100
88.96	88.96	100
88.97	88.97	100
88.98	88.98	100
88.99	88.99	100
89	89	100
89.01	89.01	100
89.02	89.02	100
89.03	89.03	100
89.04	89.04	100
89.05	89.05	100
89.06	89.06	100
89.07	89.07	100
89.08	89.08	100
89.09	89.09	100
89.1	89.1	100
89.11	89.11	100
89.12	89.12	100
89.13	89.13	100
89.14	89.14	100
89.15	89.15	100
89.16	89.16	100
89.17	89.17	100
89.18	89.18	100
89.19	89.19	100
89.2	89.2	100
89.21	89.21	100
89.22	89.22	100
89.23	89.23	100
89.24	89.24	100
89.25	89.25	100
89.26	89.26	100
89.27	89.27	100
89.28	89.28	100
89.29	89.29	100
89.3	89.3	100
89.31	89.31	100
89.32	89.32	100
89.33	89.33	100
89.34	89.34	100
89.35	89.35	100
89.36	89.36	100
89.37	89.37	100
89.38	89.38	100
89.39	89.39	100
89.4	89.4	100
89.41	89.41	100
89.42	89.42	100
89.43	89.43	100
89.44	89.44	100
89.45	89.45	100
89.46	89.46	100
89.47	89.47	100
89.48	89.48	100
89.49	89.49	100
89.5	89.5	100
89.51	89.51	100
89.52	89.52	100
89.53	89.53	100
89.54	89.54	100
89.55	89.55	100
89.56	89.56	100
89.57	89.57	100
89.58	89.58	100
89.59	89.59	100
89.6	89.6	100
89.61	89.61	100
89.62	89.62	100
89.63	89.63	100
89.64	89.64	100
89.65	89.65	100
89.66	89.66	100
89.67	89.67	100
89.68	89.68	100
89.69	89.69	100
89.7	89.7	100
89.71	89.71	100
89.72	89.72	100
89.73	89.73	100
89.74	89.74	100
89.75	89.75	100
89.76	89.76	100
89.77	89.77	100
89.78	89.78	100
89.79	89.79	100
89.8	89.8	100
89.81	89.81	100
89.82	89.82	100
89.83	89.83	100
89.84	89.84	100
89.85	89.85	100
89.86	89.86	100
89.87	89.87	100
89.88	89.88	100
89.89	89.89	100
89.9	89.9	100
89.91	89.91	100
89.92	89.92	100
89.93	89.93	100
89.94	89.94	100
89.95	89.95	100
89.96	89.96	100
89.97	89.97	100
89.98	89.98	100
89.99	89.99	100
90	90	100
